Release_Date,Category,Product,Sub_Product,Function,Sub_Function,Release_Summary,Release_Note,Slack Link,Product Video,CS Video Int,CS Video Ext,Release_Note_Link,Documentation,Assigned Resource,CS Video Added Date
9/7/2023,Product Feature,Monitor,Costs,,,"Cost Advisor reaches GA, packed with new features","We’re excited to announce a significant milestone in our journey towards helping teams get visibility into, and optimize Kubernetes Costs. Cost Advisor is now generally available and we’ve made significant improvements.
Private Billing, currently available for AWS, reconciles costs with your specific AWS billing agreements. Usage of reserved and spot instances, as well as savings plans and other discounts will be used to calculate costs. This integration will be useful for customers that want more accurate costs instead of relying on public on-demand pricing.
We’ve added support for storage, load balancer, and idle costs. This paints a fuller picture of your Kubernetes costs where workloads are leveraging persistent volumes and load balancers, and idle costs gives platform teams insights into the cost of used cluster capacity – a great indicator as to whether a cluster can be reshaped or scaled down.
Cost Explorer empowers users to explore costs in detail with granular segmentation. This helps users understand, for example, what is the cost of a workload that is running across multiple clusters.
Cost Reports streamlines cost reporting processes with the ability to set up period report generation that can be exported to 3rd party systems, and Slack and email notifications help create a culture of cost discipline.
We’ve made improvements to workload rightsizing to give users more control over the recommendations provided. Depending on whether a workload is production / HA grade, or a staging / dev setup, when rightsizing a workload users can choose between more conservative or aggressive recommendations.

FAQ will be updated over time.",Slack Link,NA,?,?,,Docs Link,,
9/7/2023,Product Feature,Platform,Settings,,,Platform team is happy to announce the completion of [PF-7561] Settings Pages Refresh as a part of the high priority UI modernisation effort ,"What?
Our design team has come up with a new, fresh look of the Settings pages!
This effort is part of the larger, high priority UI modernisation effort.
List of items that were done:
New header component that stays on top while scrolling with breadcrumbs on the left and actions on the right.
Added a Section component to separate logical parts of the page.
Adjusted the width of the pages to be more consistent.
Improved Dark mode color scheme.
Unification of the look of Settings pages across products.
Why?
Settings pages were haphazardly created with several disjointed flows and layouts - Page headers were different in Monitor and Secure, titles had different font sizes across pages, and various other inconsistencies.
As part of the high priority UI modernisation effort, the Settings pages were updated in both products and are now better looking than ever! Stefan Madzarevic made short work of converting the designs to code for the very large number of Settings pages we have.
Availability?
Monitor - GA in all non-IBM SaaS regions, Secure will follow soon in all non-IBM SaaS regions.",Slack Link,NA,NA,NA,NA,Docs Link,,
9/7/2023,Component,Secure,Fargate,,,4.2.1,"Sysdig Agent for Fargate 4.2.1 :agent: :fargate: is out: It fixes a couple of nasty bugs and its CVE-free.If you ever saw an instrumented Fargate task crashing or are worried about :hackerman:'s exploiting your vulnerabilities, go grab it!",Slack Link,NA,NA,NA,Release Notes,NA,,
9/9/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,Tuner suggestions are now available to Advanced Users and Team Managers.,"Customers have been struggling as the Tuner suggestions were only available to Admin users. They have been reluctantly making a few users Admin (Neo4j Escalation) or leaving the users to add exceptions manually (Booking and countless others).
The Runtime Detection team is pleased to announce that now the Tuner suggestions are available to Advanced Users and Team Managers.  These roles already had the ability to add exceptions via the Rule Editor page, but now they get the suggestions with the recently updated Tuner dialog.  As this is a change in behavior, we have put this under a Sysdig Labs / Tech Preview flag, but will become a default behavior mid-oct.",Slack Link,NA,?,?,NA,NA,,
9/12/2023,Component,Platform,Agent,,,12.16.1,"So releasing CVE-free :security: images it's becoming trendy nowadays. Checkout Sysdig 12.16.1 which patches a bunch of vulnerabilities so our customer feel confident running our software, and as bonus, it fixes issues with detection in podman containers.",Slack Link,NA,NA,NA,Release Notes,NA,,
9/13/2023,Utility,Secure,Detection & Response,Falco,Policy/Rule,The Sysdig Threat Research Team (STRT) has introduced 5 new rule this week for Secure:,"Azure Suspicious IP Inbound Request
This is an Indicator of Compromise-based rule which checks authenticated Azure actions to discover if the user is connected through a known bad IP Address. This includes known proxy servers, VPN systems, and TOR exit nodes. Attackers will often leverage these anonymization services in order to hide their true location, these events could be an indicator of a breach.
Policy: Sysdig Azure Threat Detection (soon Sysdig Azure Threat Intelligence)
False Positive Chance: Low
GCP Change Owner
Detect a change in the owner role on a policy.
Policy: Sysdig GCP Notable Events
False Positive Chance: Low
Container escape via discretionary access control
If a container has the CAP_DAC_READ_SEARCH it’s possible for an user to access to file and resources available in the underlying host and perform container escape. This rule detects the usage of the open_by_handle_at syscall in a container where the CAP_DAC_READ_SEARCH capability is available.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Unexpected Unshare event in Container
An unprivileged user can use the unshare syscall to enter a namespace with the CAP_SYS_ADMIN capability and perform container escape (CVE-2022-0185). This rule detects the usage of the unshare syscall in a container where the CAP_SYS_ADMIN capability is enabled.
Policy: Sysdig Runtime Threat Detection
False Positive Chance: Low
Disallowed SSH Connection Non Standard Port
This rule detects SSH connections to unusual ports (such as http, https or DNS port). This can be made to avoid detection and achieve complete access to the host/container.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
9/20/2023,Product Feature,Secure,Settings,Subscription,,Platform team is happy to announce the availability of [SP-829] Cloud Logs billing addon and subscription,"What?
Added new billing addon - Cloud Logs, supports enabling and configuring monthly number of events from SFDC.
Show usage gauge in the Subscription page for Sysdig Secure Detection & Response - Cloud Logs events.
There is no hard limit on the number of events, the overage is shown in the gauge on the Subscription page.

Why?
To support the new SKU which was intended for customers that are interested in CDR for cloud logs, but do not want to buy CSPM.

Availability?
GA in all SaaS (non-IBM) regions

Docs?
Subscription",Slack Link,NA,NA,NA,NA,Docs Link,,
9/21/2023,Component,Monitor,Prometheus Integration,,,The #monitoring-integrations team brings you a new quick release of Prometheus Integrations: https://github.com/draios/prometheus-integrations/releases/tag/v1.20.0,"Fix Escalation: Incorrect Y-Axis Units in JVM Dashboard
Fix AWS RDS dashboard metric
Full Changelog: v1.19.0...v1.20.0",Slack Link,,,,NA,NA,,
9/21/2023,Product Feature,Secure,Posture,Compliance,KSPM,The Posture team has released: Agent tags support through Zone scopes!,"What?
you can now create Zone scopes from platforms: Kubernetes, Host with Agent Tags attributes
add Agent Tags Key:Value pairs just as you add Labels

Why?
Customers tag their hosts and clusters with their business value, during the onboarding phase.

Gotcha?
To support adding Agent tags to Inventory resources (coming soon), as other Zone scope attributes, Agent Tags support require your clusters and hosts to be installed with KSPM flag enabled.
see docs for more details",Slack Link,NA,Coming Soon,Coming Soon(Issues present currently),Release Notes,Docs Link,Tushar,
9/21/2023,Utility,Secure,Falco,,,Hexadecimal String detected,"Hexadecimal String detected 
Cyber adversaries often exploit hexadecimal strings for concealing and encoding executable files and scripts. This newly introduced rule is designed to identify the utilisation of different hex-encoded scripts within command-line operations. It’s worth noting that such obfuscation techniques can also be implemented using Python.
Policy: Sysdig Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA ,NA,
9/21/2023,Utility,Secure,Falco,,,AWS CLI used with endpoint url parameter,"AWS CLI used with endpoint url parameter
This rule detects the usage of the AWS command line tools with the “--endpoint” options. With this option enabled it’s possible to route the API request to a non-default endpoint, different from those defined by AWS. This technique is used to avoid api requests logging by CloudTrail and perform defence evasion. This use case comes from SCARLETEEL operation we discovered.
Policy: Sysdig Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA ,NA,
9/21/2023,Utility,Secure,Falco,,,New Azure Managed Policy,"New Azure Managed Policy
Sysdig Azure Threat Intelligence
 This new policy for Azure contains rules using Indicators of Compromise curated by the Sysdig Threat Research Team from premium, OSINT, and custom threat intelligence feeds.",Slack Link,NA,NA,NA,NA,NA ,NA,
9/22/2023,Component,Platform,Terraform Provider,,,1.13.0,add unreported_alert_notifications_retention_seconds argument to alerts that support it,Slack Link,NA,NA,NA,NA,Docs Link,,
9/22/2023,Product Feature,Platform,,,,Update on the UI modernization effort,"This week, visual updates to all screens with grid layouts (think dashboard style views) were deployed to production. Generally, this addresses visual clutter, spacing, consistency. This is just a preliminary step, that sets us up for a refreshed look next quarter.
We are making good progress toward more consistent tables. Our shared table component now supports a limited set of predefined visual treatments for column cells. We are taking help to complete the remaining column treatments based on a master set in Figma. There are many column types to implement, so this will be the long tail of our epic. Devs: if you have bandwidth, and would like to contribute, please reach out! Next quarter we will be retrofitting existing tables in our apps with this new system of predefined columns.
An effort is underway to support nested tables and eventually, other nested content within expandable table rows; more to come.
A new typography system has been introduced to our UI codebase. This system will be used as we modernize each screen in our apps over the next quarter.",Slack Link,NA,NA,NA,,,,
9/26/2023,Component,Platform,Terraform Provider,,,1.14.0,* adds the default option to skip forwarding policy messages to agent until the end of terraform apply,Slack Link,NA,NA,NA,Release Notes,NA,,
9/27/2023,Utility,Secure,Falco,,,Okta Suspicious User Activity Report,"Okta Suspicious User Activity Report
Detect a suspicious user activity report by Okta",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Admin Console Access Velocity Behavior,"Okta Admin Console Access Velocity Behavior
Detect unusual access to the Admin Console that triggers a Velocity behavior condition",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Admin Console Access via New Device,"Okta Admin Console Access via New Device
Detect unusual access to the Admin Console from a new device and IP
Policy: Sysdig Okta Threat Detection
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta FastPass Phishing Attempt,"Okta FastPass Phishing Attempt
Detect a suspicious user activity report by Okta",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Admin Console Access with New Behaviors ,"Okta Admin Console Access with New Behaviors 
Detect any new behavior (New Device, New IP) during access to Okta Admin Console",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Sign-in via Proxy,"Okta Sign-in via Proxy
Detect a successful Okta sign-in via a proxy",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Create Identity Provider,"Okta Create Identity Provider
Detect the creation of an identity provider by an Okta administrator",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Admin Console Access Failure,"Okta Admin Console Access Failure
Detect failed attempts to access the Admin Console",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Okta Sign-in via an Identity Provider,"Okta Sign-in via an Identity Provider
Detect a sign-in event via a third-party identity provider.  ONLY enable if Inbound Federation is not used.
Policy: Sysdig Okta Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Modify Audit Policy,"GCP Modify Audit Policy
Detect changes to the GCP Audit policy.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Create Role,"GCP Create Role
Detect the creation of a GCP IAM role.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Update Role,"GCP Update Role
Detect the update of a GCP IAM role.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Create Route,"GCP Create Route
Detect the creation of a GCP VPC route.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Delete Route,"GCP Delete Route
Detect the deletion of a GCP VPC route.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Create VPC Network,"GCP Create VPC Network
Detect the creation of a GCP VPC network.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP VPC Add Peering,"GCP VPC Add Peering
Detects the adding of a GCP VPC peering.
Policy: Sysdig GCP Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Modified VPC Network,"GCP Modified VPC Network
Detects the update to a GCP VPC network.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP VPC Remove Peering,"GCP VPC Remove Peering
Detects the removal of a GCP VPC peering.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,GCP Update CloudSQL,"GCP Update CloudSQL
Detects updates to GCP CloudSQL.
Policy: Sysdig GCP Activity Log
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Modification of pam.d detected,"Modification of pam.d detected
This rule detects changes in the pam.d files: attackers update these files in order to modify the behavior of the authentication/authorization process or to set up keyloggers. Monitoring this type of activity is crucial to avoid privilege escalation flows or data theft.",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,Suspicious device created in container ,"Suspicious device created in container 
Another way to escape to the host from a container is related to the abuse of the system devices. Threat actors can create a disk type device that points to the host’s hard drive and then try to mount it. If this type of operation is successful they’ll have full access to the host’s disk and then perform container escaping.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,AWS SSM Start Session,"AWS SSM Start Session
Detect the start of a Systems Manager (SSM) session on an EC2 instance. While used for routine tasks, this can also be leveraged by attackers to execute arbitrary commands as root.
Policy: Sysdig AWS Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Utility,Secure,Falco,,,K8s Pod Deleted,"K8s Pod Deleted
This rule detects K8s pod deleted by users, automated workflows or resource controllers. Specifically, the rule is triggered whenever a pod is deleted and, consequently, also when the number of replicas is decreased.
It is useful for auditing purposes.
Policy: Sysdig K8s Activity Logs
False Positive Chance: Medium",Slack Link,NA,NA,NA,NA,NA,NA,
9/27/2023,Component,Monitor,Prometheus Integration,,,1.21.0,"ESC-3717 Fix openshift-apiserver integration job
FIX [Nginx-Ingress] High Latency” alert missing le
FEAT: Istio 1.16 suppoert for the istio integration",Slack Link,NA,NA,NA,Release Notes,Docs Link,,
9/27/2023,Product Feature,Secure,Posture,Compliance,,Customize Posture Controls Severity,"Ever wanted to edit your controls?
What?
All Posture Controls could be now configured to edit the control severity.
Why?
Let users Personalize their controls to prioritize their compliance results
Permissions?
To let admins control what roles are permitted to see and edit posture controls, we now introduce a new permission item under Sysdig Secure → Policies → Posture Controls (Read, Edit)
Existing Default Roles: Team Manager, Advanced User now have Posture Controls→ Edit permission.",Slack Link,NA,NA,NA,Release Notes,Docs Link,,
9/28/2023,Component,Secure,Admission Controller,,,0.14.9,"New Admission-Controller version released (v3.9.31) under helm chart 0.14.9
Features:
feat: Enrich Admission Controller k8s events with containers data
feat: Enrich Admission Controller k8s events with AWS EKS session name metadata
Fixes
fix: skip append if previous definition not found for rules, lists and macros
fix: solve incorrect append in exceptions
CI/CD
ci: Add flakiness detection
Tests:
test: fix flacky test",Slack Link,NA,NA,NA,Release Notes,,,
9/29/2023,Component,Secure,Agent,,,12.16.2,"Agent 12.16.2, has been released mainly due to a small change about policy loading, required for Twilio:
New parameter policy_load_once: false to only load policies when agent starts (to have a more predictable behavior)
Due to this policy scoping is also done automatically inside the agent every 10 minutes (configurable using policy_load_interval: <seconds>)",Slack Link,NA,NA,NA,Release Notes,,,
10/2/2023,Product Feature,Monitor,Dashboard,,,"Monitor Dashboards: starting today we are enabling (in aws and gcp for the moment) the usage of PromQL as the single data query mechanism for timechart, number and toplist panels"," Monitor Dashboards: starting today we are enabling (in aws and gcp for the moment) the usage of PromQL as the single data query mechanism for timechart, number and toplist panels
Implications of this change are described here: https://docs.sysdig.com/en/docs/sysdig-monitor/dashboards/form-vs-promql/
Enablement tracking and disablement instructions can be found here https://sysdig.atlassian.net/wiki/spaces/EN/pages/3059778379/Dashboards+PromQLisation+Enablement
Possible follow up questions include the usage of top(k) / bottom(k) functions and the usage of the latest displayed value feature with sparse metrics (see the docs)",Slack Link,NA,NA,NA,NA,Docs Link,,
10/5/2023,Product Feature,Secure,Posture,Inventory,,[CA Release] Inventory CNAPP Launch - Resource Vulnerabilities & Network Exposure,"The Inventory team in partnership with the GraphDB and VM team are thrilled to announce the release of the following capabilities:
Image as a Resource - container images are returned as a first class citizen
Image & Workload Vulnerabilities - view and search on vulnerabilities data (CVE, Package, Exploit, Fix, In Use...)
Network Exposure on Vanilla K8s Workloads, EC2s and S3 buckets - display and query resources that are directly exposed to the internet
Linked is the launch video, blog post and documentation (CA branch link) demonstrating our newest capabilities.
Field notes will be available on our Confluence Page shortly.
Why?
Customers want to know where their infrastructure is most vulnerable so that they can mitigate exposure to cyber threats
They want to view all resources that share the same Vulnerability or Package so that they can understand the pervasiveness of the problem
They can prioritize the remediation of vulnerable resources by combining Risk Indicators such as In Use, Has Exploit, and Has Fix with Publicly Exposed.
Availability?
Controlled Availability on all SaaS regions, relevant to Secure only
How do I turn this on?
If you have a CUSTOMER or POV interested in joining the program, please make sure that they have KSPM enabled and Runtime Image Scanner installed in the agent (cf. Quick Start Guide).
Then, share their region + customer ID in the #ask-cspm channel; tag 
@EranThe3rd
 and 
@Victoria G.
.
What's Next?
Inventory GA (includes UX improvements, public APIs, resource metadata updates)
Cloud Host Vulnerabilities
Pod resource type",Slack Link,Video,Coming Soon,Coming Soon,Release Notes,,Srikant,
10/5/2023,Component,Platform,Terraform Provider,,,1.14.0,"Hello, a new Terraform provider version just released, v1.14.1, changelog, it includes a fix for BANCO SANTANDER GROUP:
api_key not shown for team based service account",Slack Link,,NA,NA,,Docs Link,,
10/5/2023,Product Feature,Secure,VM,Reporting,,Vulnerability Management Scan Results Exporter to S3 (Controlled Availability),"Vulnerability Management Scan Results Exporter to S3 (Controlled Availability) :announcement:
:white_check_mark: Why?
Customers want to get an export of scan results in real time, pushed out (streamed) from Sysdig rather than pull from APIs
:question: What?
Pipeline, Registry or Runtime scan results can be exported to a bucket in AWS S3 as defined by customers. Once setup, every time a scan result is generated, a JSON file is written in the S3 bucket for the customer to consume.
:exclamation: Gotchas?
Currently in CA. Needs to be enabled by SDC admin flag.
It is a write and forget, no S3 management done by Sysdig. Customer manages lifecycle.
Huge shout out to 
@Mitul Sheth
 and 
@ram.kukreja
 to get this delivered for our customers.",Slack Link,NA,Coming Soon,Coming Soon,NA,NA,Majid,
10/6/2023,Component,Monitor,Prometheus Integration,,,1.22.0,"Internal Release
CHANGE execution permissions for istio installation in https://github.com/draios/prometheus-integrations/pull/1038
SMPROD-15236: FIX PromQL Filter for cAdvisor and kubelet in https://github.com/draios/prometheus-integrations/pull/1040
SMPROD-15237: Remove idle mode info from panel in Windows Host Dashboard in https://github.com/draios/prometheus-integrations/pull/1043
SMPROD-15275: CHANGE drop rule for istio in default job in https://github.com/draios/prometheus-integrations/pull/1044
Fix openshift controller job in https://github.com/draios/prometheus-integrations/pull/1045
Public Release
Fix: Remove idle mode info from panel in Windows Host Dashboard
Fix: openshift controller job
Fix: openshift kubelet detection in monitoring integrations UI",Slack Link,NA,NA,NA,,Docs Link,,
10/6/2023,Utility,Secure,Falco,,,"GLIBC ""Looney Tunables"" Local Privilege Escalation (CVE-2023-4911)","This rule detects the exploitation of CVE-2023-4911. Attackers can inject payloads into the GLIBC_TUNABLES environment variable when running executables with SUID permissions to execute code with elevated privileges. The detection relies on the segmentation fault caused by the compromise of the execution flow. To avoid undesired matches, an extra check is made on the environment variables.
Policy: Sysdig Runtime Threat Detection
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,Docs Link,NA,
10/11/2023,Product Feature,Secure,VM,Reporting,,The Vulnerability Management team is excited to announce the release of Reporting for Pipeline Scanning.,"The VM engine V2 now has reporting for all scanning functionality (Runtime, Registry, Host and Pipeline). The functionality of the Pipeline reporting mirrors the Runtime and Registry reports, with only a change in the context for scoping.
WHAT?
Enable the easy collection and reporting on Pipeline scans over a given time period
WHY?
Normalize the data output functions across the VM scanning set",Slack Link,NA,NA,NA,,Docs Link,,
10/11/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,The Detection team is excited to announce an easy to use Exception editing UI. The UI allows you full CRUD for exceptions including custom exceptions.,"The custom exception creation provides the user with the drop down of allowed fields, addressing one of the common customer frustrations.
The UI can be reached via Edit Rule.
Give it a whirl and let us know.
Why?
    Adding an exception is one of the things that customers/POVs need to deal with soon after they are onboarded. This requires them to understand Falco exception syntax.
    We at Sysdig take pride in the flexibility our rules / exceptions provide, but it has a steep learning curve and daunting for new customers.
    This UI will make it easy for even a novice to add an exception with ease without worrying about quotes, brackets and keeping track of order of fields etc.
    This will reduce the SE burden as well as support issues surrounding exceptions.
Action
    Lets change our exception management sections of our onboarding, POV, training etc. to use the UI instead of falco syntax using the CRF editor. Yes, we can talk about the falco exception, yaml .. append=true..etc. in the advanced section.",Slack Link,NA,?,?,NA,NA,,
10/11/2023,Product Feature,Secure,Detection & Response,Events,Dashboard,The Runtime Viz team is proud to move the Runtime Dashboards to GA.,"The dashboards now respect the team scopes and are accessible to all teams.  (the earlier release was limited only to teams with Entire infrastructure scope)
(note : this is a bit delayed announcement.)",Slack Link,NA,NA,NA,NA,NA,,
10/12/2023,Product Feature,Monitor,Explore,Metric Usage,,PromEx (Prometheus Experience) team is proud to present 2 new features in our beloved Metrics Usage module which are going to be released today. ,"One of the biggest feature requests and source of constant inquiries was knowing which Dashboards or Alerts are using the metrics that you are exploring in Metrics Usage page.
We have added Dashboards and Alerts usage lists, where, based on the selected metric, you can find all the dashboards or alerts that are using that metric.
The intended usage of these functionalities is when, for example, a user is exploring the timeseries counts for a specific metric, and they would like to know where is the selected metric used in the system.
These 2 new screens allow them to see how many dashboards or alerts are using the metric, so that based on that knowledge, they can proceed with further exploration or make a decision whether the metric is still needed.
In the following demo, you can see how that looks like for sysdig_container_cpu_used_percent metric.",Slack Link,Video,Coming Soon,Coming Soon,NA,NA,Gaurang,
10/17/2023,Component,Secure,Runtime Scanner,,,0.1.29,"VM Scanners team is happy to announce a new release of legacy client components to fix some high/critical vulnerabilities. More specifically:
node-image-analyzer 0.1.29
CVE-2023-4911
CVE-2023-3899
CVE-2023-37920
host-analyzer 0.1.17
CVE-2023-4911
secure-inline-scan 2.4.25
CVE-2023-4911
CVE-2023-3899
CVE-2023-37920",Slack Link,NA,NA,NA,NA,NA,,
10/17/2023,Component,Secure,Host Scanner,,,0.1.17,"VM Scanners team is happy to announce a new release of legacy client components to fix some high/critical vulnerabilities. More specifically:
node-image-analyzer 0.1.29
CVE-2023-4911
CVE-2023-3899
CVE-2023-37920
host-analyzer 0.1.17
CVE-2023-4911
secure-inline-scan 2.4.25
CVE-2023-4911
CVE-2023-3899
CVE-2023-37920",Slack Link,NA,NA,NA,NA,NA,,
10/17/2023,Component,Secure,CLI Scanner,,,2.4.25,"VM Scanners team is happy to announce a new release of legacy client components to fix some high/critical vulnerabilities. More specifically:
node-image-analyzer 0.1.29
CVE-2023-4911
CVE-2023-3899
CVE-2023-37920
host-analyzer 0.1.17
CVE-2023-4911
secure-inline-scan 2.4.25
CVE-2023-4911
CVE-2023-3899
CVE-2023-37920",Slack Link,NA,NA,NA,NA,NA,,
10/18/2023,Utility,Secure,Falco,,,Potential IRC connection detected,"Potential IRC connection detected
IRC traffic is used by threat actors to establish reliable connections to the victims. This kind of connections are easy to setup and allow attackers to send commands which will be executed to perform exploitation or read sensitive files.
The rule searches for IRC related tokens in outbound connections’ data.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
10/18/2023,Utility,Secure,Falco,,,SSH keys added to authorized_keys,"SSH keys added to authorized_keys
Attackers can add their own SSH keys to the list of the authorised keys in order to access to the target host via SSH and perform exploitation.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
10/18/2023,Utility,Secure,Falco,,,Change memory swap options,"Change memory swap options
This rule detects disabling device paging, which can hinder the compromised host from swapping data when RAM is full. Threat actors use this technique as an additional payload on compromised hosts to ensure that no recoverable data remains, thanks to the Linux swap feature.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
10/18/2023,Utility,Secure,Falco,,,"--------AWS Rules--------
CodeBuild Create Project with Miner
CodeBuild Start Build with Miner","CodeBuild Create Project with Miner
CodeBuild Start Build with Miner
Policy: Sysdig AWS Threat Detection
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
10/18/2023,Utility,Secure,Falco,,,"--------AWS Rules-------
CodeCommit Create Repository
CodeCommit Git Push
Amplify Create App
CodeBuild Create Project
CodeBuild Start Build
CloudFormation Create Stack
ECS Create Cluster
EC2 Create Launch Template
SageMaker Create Notebook Instance Lifecycle Configuration
Image Builder Create Component
Password Policy Discovery Detected
EC2 Create Auto Scaling Group","CodeCommit Create Repository
CodeCommit Git Push
Amplify Create App
CodeBuild Create Project
CodeBuild Start Build
CloudFormation Create Stack
ECS Create Cluster
EC2 Create Launch Template
SageMaker Create Notebook Instance Lifecycle Configuration
Image Builder Create Component
Password Policy Discovery Detected
EC2 Create Auto Scaling Group
Policy: Sysdig AWS Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
10/18/2023,Utility,Secure,Falco,,,"--------Azure Rules--------
Azure Create/Update a Connection
Azure Update a Web App configuration settings
Azure Create/Update Web App Hostname Bindings
Azure Delete a Connection
Azure Delete Web App Hostname Bindings
Azure List the secrets for a Static Site","--------Azure Rules--------
Azure Create/Update a Connection
Azure Update a Web App configuration settings
Azure Create/Update Web App Hostname Bindings
Azure Delete a Connection
Azure Delete Web App Hostname Bindings
Azure List the secrets for a Static Site
Policy: Sysdig Azure Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
